"","posteam","PassLength","PassLocation","PassOutcome","Receiver","n"
"1398","HOU","Short","right","Incomplete Pass","C.Polk",2
"1399","HOU","Short","right","Incomplete Pass","C.Shorts",9
"1400","HOU","Short","right","Incomplete Pass","C.Worthy",1
"1401","HOU","Short","right","Incomplete Pass","D.Hopkins",15
"1402","HOU","Short","right","Incomplete Pass","G.Graham",3
"1403","HOU","Short","right","Incomplete Pass","J.Grimes",1
"1404","HOU","Short","right","Incomplete Pass","J.Strong",3
"1405","HOU","Short","right","Incomplete Pass","K.Mumphery",4
"1406","HOU","Short","right","Incomplete Pass","N.Washington",17
"1407","HOU","Short","right","Incomplete Pass","R.Griffin",3
"1408","HOU","Short","right","Incomplete Pass",NA,3
"1409","HOU",NA,NA,"Complete",NA,2
"1410","IND","Deep","left","Complete","A.Johnson",4
"1411","IND","Deep","left","Complete","C.Fleener",1
"1412","IND","Deep","left","Complete","D.Moncrief",3
"1413","IND","Deep","left","Complete","G.Whalen",1
"1414","IND","Deep","left","Complete","P.Dorsett",1
"1415","IND","Deep","left","Complete","T.Hilton",12
"1416","IND","Deep","left","Incomplete Pass","A.Johnson",7
"1417","IND","Deep","left","Incomplete Pass","C.Fleener",2
"1418","IND","Deep","left","Incomplete Pass","D.Moncrief",5
"1419","IND","Deep","left","Incomplete Pass","P.Dorsett",3
"1420","IND","Deep","left","Incomplete Pass","T.Hilton",7
"1421","IND","Deep","left","Incomplete Pass","Z.Tipton",1
"1422","IND","Deep","left","Incomplete Pass",NA,1
"1423","IND","Deep","middle","Complete","A.Johnson",2
"1424","IND","Deep","middle","Complete","C.Fleener",1
"1425","IND","Deep","middle","Complete","D.Moncrief",2
"1426","IND","Deep","middle","Complete","G.Whalen",1
"1427","IND","Deep","middle","Complete","P.Dorsett",1
"1428","IND","Deep","middle","Complete","T.Hilton",1
"1429","IND","Deep","middle","Incomplete Pass","A.Johnson",1
"1430","IND","Deep","middle","Incomplete Pass","C.Fleener",4
"1431","IND","Deep","middle","Incomplete Pass","D.Moncrief",2
"1432","IND","Deep","middle","Incomplete Pass","P.Dorsett",3
"1433","IND","Deep","middle","Incomplete Pass","T.Hilton",2
"1434","IND","Deep","middle","Incomplete Pass",NA,1
"1435","IND","Deep","right","Complete","A.Johnson",3
"1436","IND","Deep","right","Complete","C.Fleener",3
"1437","IND","Deep","right","Complete","D.Moncrief",3
"1438","IND","Deep","right","Complete","P.Dorsett",1
"1439","IND","Deep","right","Complete","T.Hilton",4
"1440","IND","Deep","right","Incomplete Pass","A.Johnson",4
"1441","IND","Deep","right","Incomplete Pass","C.Fleener",3
"1442","IND","Deep","right","Incomplete Pass","D.Allen",2
"1443","IND","Deep","right","Incomplete Pass","D.Moncrief",6
"1444","IND","Deep","right","Incomplete Pass","P.Dorsett",5
"1445","IND","Deep","right","Incomplete Pass","T.Hilton",14
"1446","IND","Deep","right","Incomplete Pass",NA,8
"1447","IND","Short","left","Complete","A.Bradshaw",5
"1448","IND","Short","left","Complete","A.Johnson",12
"1449","IND","Short","left","Complete","C.Fleener",22
"1450","IND","Short","left","Complete","D.Allen",6
"1451","IND","Short","left","Complete","D.Herron",5
"1452","IND","Short","left","Complete","D.Moncrief",29
"1453","IND","Short","left","Complete","F.Gore",12
"1454","IND","Short","left","Complete","G.Whalen",2
"1455","IND","Short","left","Complete","J.Doyle",5
"1456","IND","Short","left","Complete","J.Robinson",5
"1457","IND","Short","left","Complete","P.Dorsett",6
"1458","IND","Short","left","Complete","T.Hilton",10
"1459","IND","Short","left","Incomplete Pass","A.Bradshaw",2
"1460","IND","Short","left","Incomplete Pass","A.Johnson",8
"1461","IND","Short","left","Incomplete Pass","C.Fleener",5
"1462","IND","Short","left","Incomplete Pass","D.Allen",3
"1463","IND","Short","left","Incomplete Pass","D.Moncrief",16
"1464","IND","Short","left","Incomplete Pass","F.Gore",7
"1465","IND","Short","left","Incomplete Pass","G.Whalen",2
"1466","IND","Short","left","Incomplete Pass","J.Doyle",1
"1467","IND","Short","left","Incomplete Pass","P.Dorsett",2
"1468","IND","Short","left","Incomplete Pass","T.Hilton",6
"1469","IND","Short","left","Incomplete Pass",NA,6
"1470","IND","Short","middle","Complete","A.Bradshaw",3
"1471","IND","Short","middle","Complete","A.Johnson",6
"1472","IND","Short","middle","Complete","C.Fleener",12
"1473","IND","Short","middle","Complete","D.Allen",4
"1474","IND","Short","middle","Complete","D.Herron",1
"1475","IND","Short","middle","Complete","D.Moncrief",14
"1476","IND","Short","middle","Complete","F.Gore",7
"1477","IND","Short","middle","Complete","G.Whalen",8
"1478","IND","Short","middle","Complete","J.Doyle",2
"1479","IND","Short","middle","Complete","P.Dorsett",5
"1480","IND","Short","middle","Complete","T.Hilton",9
"1481","IND","Short","middle","Complete","Z.Tipton",1
"1482","IND","Short","middle","Incomplete Pass","A.Johnson",6
"1483","IND","Short","middle","Incomplete Pass","C.Fleener",4
"1484","IND","Short","middle","Incomplete Pass","D.Allen",1
"1485","IND","Short","middle","Incomplete Pass","D.Moncrief",3
"1486","IND","Short","middle","Incomplete Pass","F.Gore",7
"1487","IND","Short","middle","Incomplete Pass","P.Dorsett",2
"1488","IND","Short","middle","Incomplete Pass","T.Hilton",8
"1489","IND","Short","middle","Incomplete Pass",NA,4
"1490","IND","Short","right","Complete","A.Bradshaw",2
"1491","IND","Short","right","Complete","A.Johnson",14
"1492","IND","Short","right","Complete","C.Fleener",15
"1493","IND","Short","right","Complete","D.Allen",6
"1494","IND","Short","right","Complete","D.Moncrief",13
"1495","IND","Short","right","Complete","F.Gore",15
"1496","IND","Short","right","Complete","G.Whalen",7
"1497","IND","Short","right","Complete","J.Doyle",5
"1498","IND","Short","right","Complete","J.Robinson",1
"1499","IND","Short","right","Complete","P.Dorsett",4
"1500","IND","Short","right","Complete","T.Hilton",33
"1501","IND","Short","right","Complete","T.Varga",1
"1502","IND","Short","right","Complete","Z.Tipton",4
"1503","IND","Short","right","Incomplete Pass","A.Bradshaw",2
"1504","IND","Short","right","Incomplete Pass","A.Johnson",7
"1505","IND","Short","right","Incomplete Pass","C.Fleener",8
"1506","IND","Short","right","Incomplete Pass","D.Allen",7
"1507","IND","Short","right","Incomplete Pass","D.Moncrief",6
"1508","IND","Short","right","Incomplete Pass","F.Gore",10
"1509","IND","Short","right","Incomplete Pass","G.Whalen",4
"1510","IND","Short","right","Incomplete Pass","J.Doyle",1
"1511","IND","Short","right","Incomplete Pass","J.Reitz",1
"1512","IND","Short","right","Incomplete Pass","P.Dorsett",5
"1513","IND","Short","right","Incomplete Pass","T.Hilton",22
"1514","IND","Short","right","Incomplete Pass","T.Varga",1
"1515","IND","Short","right","Incomplete Pass","Z.Tipton",2
"1516","IND","Short","right","Incomplete Pass",NA,12
"1517","IND",NA,NA,"Complete",NA,2
"1518","JAC","Deep","left","Complete","A.Hurns",6
"1519","JAC","Deep","left","Complete","A.Robinson",13
"1520","JAC","Deep","left","Complete","B.Walters",2
"1521","JAC","Deep","left","Complete","J.Thomas",1
"1522","JAC","Deep","left","Incomplete Pass","A.Hurns",6
"1523","JAC","Deep","left","Incomplete Pass","A.Robinson",13
"1524","JAC","Deep","left","Incomplete Pass","J.Thomas",6
"1525","JAC","Deep","left","Incomplete Pass","M.Lee",1
"1526","JAC","Deep","left","Incomplete Pass","N.Jacobs",1
"1527","JAC","Deep","left","Incomplete Pass",NA,1
"1528","JAC","Deep","middle","Complete","A.Hurns",5
"1529","JAC","Deep","middle","Complete","A.Robinson",4
"1530","JAC","Deep","middle","Complete","B.Walters",3
"1531","JAC","Deep","middle","Complete","C.Harbor",1
"1532","JAC","Deep","middle","Complete","J.Thomas",1
"1533","JAC","Deep","middle","Complete","M.Lee",1
"1534","JAC","Deep","middle","Complete","M.Lewis",2
"1535","JAC","Deep","middle","Incomplete Pass","A.Hurns",4
"1536","JAC","Deep","middle","Incomplete Pass","A.Robinson",4
"1537","JAC","Deep","middle","Incomplete Pass","B.Walters",1
"1538","JAC","Deep","middle","Incomplete Pass","J.Thomas",2
"1539","JAC","Deep","middle","Incomplete Pass","M.Lee",2
"1540","JAC","Deep","middle","Incomplete Pass","M.Lewis",1
"1541","JAC","Deep","middle","Incomplete Pass","R.Greene",2
"1542","JAC","Deep","middle","Incomplete Pass",NA,1
"1543","JAC","Deep","right","Complete","A.Hurns",9
"1544","JAC","Deep","right","Complete","A.Robinson",13
"1545","JAC","Deep","right","Complete","B.Walters",1
"1546","JAC","Deep","right","Complete","C.Harbor",1
"1547","JAC","Deep","right","Incomplete Pass","A.Hurns",5
"1548","JAC","Deep","right","Incomplete Pass","A.Robinson",18
"1549","JAC","Deep","right","Incomplete Pass","B.Pierce",1
"1550","JAC","Deep","right","Incomplete Pass","C.Grant",1
"1551","JAC","Deep","right","Incomplete Pass","J.Thomas",3
"1552","JAC","Deep","right","Incomplete Pass","M.Lee",3
"1553","JAC","Deep","right","Incomplete Pass","M.Lewis",1
"1554","JAC","Deep","right","Incomplete Pass","R.Greene",4
"1555","JAC","Deep","right","Incomplete Pass",NA,2
"1556","JAC","Short","left","Complete","A.Hurns",8
"1557","JAC","Short","left","Complete","A.Robinson",15
"1558","JAC","Short","left","Complete","B.Pierce",2
"1559","JAC","Short","left","Complete","B.Walters",12
"1560","JAC","Short","left","Complete","C.Grant",1
"1561","JAC","Short","left","Complete","C.Harbor",4
"1562","JAC","Short","left","Complete","D.Robinson",9
"1563","JAC","Short","left","Complete","J.Thomas",17
"1564","JAC","Short","left","Complete","M.Lee",2
"1565","JAC","Short","left","Complete","M.Lewis",9
"1566","JAC","Short","left","Complete","R.Greene",8
"1567","JAC","Short","left","Complete","T.Alualu",2
"1568","JAC","Short","left","Complete","T.Yeldon",12
"1569","JAC","Short","left","Incomplete Pass","A.Hurns",10
"1570","JAC","Short","left","Incomplete Pass","A.Robinson",7
"1571","JAC","Short","left","Incomplete Pass","B.Walters",3
"1572","JAC","Short","left","Incomplete Pass","C.Harbor",4
"1573","JAC","Short","left","Incomplete Pass","D.Robinson",2
"1574","JAC","Short","left","Incomplete Pass","J.Thomas",10
"1575","JAC","Short","left","Incomplete Pass","M.Lee",2
"1576","JAC","Short","left","Incomplete Pass","M.Lewis",5
"1577","JAC","Short","left","Incomplete Pass","R.Greene",5
"1578","JAC","Short","left","Incomplete Pass","T.Yeldon",3
"1579","JAC","Short","left","Incomplete Pass",NA,6
"1580","JAC","Short","middle","Complete","A.Hurns",14
"1581","JAC","Short","middle","Complete","A.Robinson",11
"1582","JAC","Short","middle","Complete","B.Pierce",1
"1583","JAC","Short","middle","Complete","B.Walters",6
"1584","JAC","Short","middle","Complete","C.Harbor",4
"1585","JAC","Short","middle","Complete","D.Robinson",7
"1586","JAC","Short","middle","Complete","J.Gray",1
"1587","JAC","Short","middle","Complete","J.Thomas",13
"1588","JAC","Short","middle","Complete","M.Lee",5
"1589","JAC","Short","middle","Complete","M.Lewis",3
"1590","JAC","Short","middle","Complete","R.Greene",3
"1591","JAC","Short","middle","Complete","T.Yeldon",9
"1592","JAC","Short","middle","Incomplete Pass","A.Robinson",4
"1593","JAC","Short","middle","Incomplete Pass","B.Walters",1
"1594","JAC","Short","middle","Incomplete Pass","C.Harbor",1
"1595","JAC","Short","middle","Incomplete Pass","D.Robinson",2
"1596","JAC","Short","middle","Incomplete Pass","J.Thomas",5
"1597","JAC","Short","middle","Incomplete Pass","M.Lee",4
"1598","JAC","Short","middle","Incomplete Pass","M.Lewis",5
"1599","JAC","Short","middle","Incomplete Pass","R.Greene",1
"1600","JAC","Short","middle","Incomplete Pass","T.Gerhart",1
"1601","JAC","Short","middle","Incomplete Pass","T.Yeldon",4
"1602","JAC","Short","middle","Incomplete Pass",NA,2
"1603","JAC","Short","right","Complete","A.Hurns",21
"1604","JAC","Short","right","Complete","A.Robinson",25
"1605","JAC","Short","right","Complete","B.Walters",8
"1606","JAC","Short","right","Complete","C.Grant",1
"1607","JAC","Short","right","Complete","C.Harbor",4
"1608","JAC","Short","right","Complete","D.Robinson",5
"1609","JAC","Short","right","Complete","J.Thomas",14
"1610","JAC","Short","right","Complete","M.Lee",7
"1611","JAC","Short","right","Complete","M.Lewis",2
"1612","JAC","Short","right","Complete","N.Jacobs",1
"1613","JAC","Short","right","Complete","R.Greene",8
"1614","JAC","Short","right","Complete","T.Gerhart",3
"1615","JAC","Short","right","Complete","T.Yeldon",15
"1616","JAC","Short","right","Incomplete Pass","A.Hurns",13
"1617","JAC","Short","right","Incomplete Pass","A.Robinson",19
"1618","JAC","Short","right","Incomplete Pass","B.Pierce",1
"1619","JAC","Short","right","Incomplete Pass","B.Walters",8
"1620","JAC","Short","right","Incomplete Pass","D.Robinson",5
"1621","JAC","Short","right","Incomplete Pass","J.Thomas",6
"1622","JAC","Short","right","Incomplete Pass","M.Lee",5
"1623","JAC","Short","right","Incomplete Pass","M.Lewis",6
"1624","JAC","Short","right","Incomplete Pass","N.Jacobs",1
"1625","JAC","Short","right","Incomplete Pass","R.Greene",4
"1626","JAC","Short","right","Incomplete Pass","T.Alualu",1
"1627","JAC","Short","right","Incomplete Pass","T.Gerhart",1
"1628","JAC","Short","right","Incomplete Pass","T.Yeldon",2
"1629","JAC","Short","right","Incomplete Pass",NA,9
"1630","JAC",NA,NA,"Complete",NA,4
"1631","JAC",NA,NA,"Incomplete Pass",NA,1
"1632","KC","Deep","left","Complete","A.Wilson",2
"1633","KC","Deep","left","Complete","C.Conley",2
"1634","KC","Deep","left","Complete","J.Maclin",2
"1635","KC","Deep","left","Complete","T.Kelce",1
"1636","KC","Deep","left","Incomplete Pass","A.Wilson",3
"1637","KC","Deep","left","Incomplete Pass","C.Conley",3
"1638","KC","Deep","left","Incomplete Pass","J.Maclin",7
"1639","KC","Deep","left","Incomplete Pass","T.Kelce",2
"1640","KC","Deep","middle","Complete","A.Wilson",2
"1641","KC","Deep","middle","Complete","C.Conley",1
"1642","KC","Deep","middle","Complete","J.Maclin",7
"1643","KC","Deep","middle","Complete","T.Kelce",2
"1644","KC","Deep","middle","Incomplete Pass","A.Wilson",2
"1645","KC","Deep","middle","Incomplete Pass","C.Conley",1
"1646","KC","Deep","middle","Incomplete Pass","J.Avant",2
"1647","KC","Deep","middle","Incomplete Pass","T.Kelce",1
"1648","KC","Deep","right","Complete","A.Wilson",1
"1649","KC","Deep","right","Complete","C.Conley",1
"1650","KC","Deep","right","Complete","J.Maclin",4
"1651","KC","Deep","right","Complete","T.Kelce",1
"1652","KC","Deep","right","Incomplete Pass","A.Wilson",3
"1653","KC","Deep","right","Incomplete Pass","C.Conley",1
"1654","KC","Deep","right","Incomplete Pass","D.Harris",1
"1655","KC","Deep","right","Incomplete Pass","J.Maclin",5
"1656","KC","Deep","right","Incomplete Pass","T.Kelce",1
"1657","KC","Deep","right","Incomplete Pass",NA,3
"1658","KC","Short","left","Complete","A.Sherman",2
"1659","KC","Short","left","Complete","A.Wilson",15
"1660","KC","Short","left","Complete","C.Conley",4
"1661","KC","Short","left","Complete","C.West",9
"1662","KC","Short","left","Complete","D.Harris",1
"1663","KC","Short","left","Complete","D.Thomas",9
"1664","KC","Short","left","Complete","J.Avant",4
"1665","KC","Short","left","Complete","J.Charles",7
"1666","KC","Short","left","Complete","J.Maclin",22
"1667","KC","Short","left","Complete","K.Davis",1
"1668","KC","Short","left","Complete","S.Ware",4
"1669","KC","Short","left","Complete","T.Kelce",15
"1670","KC","Short","left","Complete",NA,2
"1671","KC","Short","left","Incomplete Pass","A.Sherman",1
"1672","KC","Short","left","Incomplete Pass","A.Wilson",7
"1673","KC","Short","left","Incomplete Pass","C.Conley",4
"1674","KC","Short","left","Incomplete Pass","C.West",9
"1675","KC","Short","left","Incomplete Pass","D.Thomas",1
"1676","KC","Short","left","Incomplete Pass","J.Charles",3
"1677","KC","Short","left","Incomplete Pass","J.Maclin",5
"1678","KC","Short","left","Incomplete Pass","K.Davis",1
"1679","KC","Short","left","Incomplete Pass","T.Kelce",8
"1680","KC","Short","left","Incomplete Pass",NA,3
"1681","KC","Short","middle","Complete","A.Wilson",4
"1682","KC","Short","middle","Complete","C.Conley",1
"1683","KC","Short","middle","Complete","D.Harris",3
"1684","KC","Short","middle","Complete","D.Thomas",2
"1685","KC","Short","middle","Complete","J.Avant",5
"1686","KC","Short","middle","Complete","J.Charles",3
"1687","KC","Short","middle","Complete","J.Maclin",18
"1688","KC","Short","middle","Complete","K.Davis",1
"1689","KC","Short","middle","Complete","T.Kelce",25
"1690","KC","Short","middle","Complete",NA,2
"1691","KC","Short","middle","Incomplete Pass","A.Wilson",1
"1692","KC","Short","middle","Incomplete Pass","C.West",2
"1693","KC","Short","middle","Incomplete Pass","D.Harris",2
"1694","KC","Short","middle","Incomplete Pass","J.Avant",3
"1695","KC","Short","middle","Incomplete Pass","J.Charles",1
"1696","KC","Short","middle","Incomplete Pass","J.Maclin",7
"1697","KC","Short","middle","Incomplete Pass","T.Kelce",4
"1698","KC","Short","middle","Incomplete Pass",NA,1
"1699","KC","Short","right","Complete","A.Sherman",2
"1700","KC","Short","right","Complete","A.Wilson",11
"1701","KC","Short","right","Complete","B.Parker",1
"1702","KC","Short","right","Complete","C.Conley",8
"1703","KC","Short","right","Complete","C.West",11
"1704","KC","Short","right","Complete","D.Harris",3
"1705","KC","Short","right","Complete","D.Thomas",6
"1706","KC","Short","right","Complete","J.Avant",6
"1707","KC","Short","right","Complete","J.Charles",10
"1708","KC","Short","right","Complete","J.Maclin",34
"1709","KC","Short","right","Complete","S.Ware",2
"1710","KC","Short","right","Complete","T.Kelce",28
"1711","KC","Short","right","Complete",NA,2
